Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
9215,LAKES PARK DR btwn TWIN LAKES AVE & THUNDERBIRD DR,376867.7977,5014786.653,-75.58157,45.26934,2017-09-26,9:25:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Greely
9216,LAKESHORE DR @ STAGECOACH RD N,376517.0977,5011963.627,-75.58645,45.24398,2017-10-25,12:24:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Kars - Osgoode
9217,LAKESIDE AVE @ QUEEN ELIZABETH DRWY,367455.7079,5028711.552,-75.69974,45.39554,2017-10-18,7:15:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,The Glebe
9218,LAKEWAY DR btwn PLACEL RD & LYTTLETON GDN,370032.7106,5035166.883,-75.66598,45.45339,2017-04-30,5:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Rockcliffe - Manor Park
9219,L'ALLEMAND ST btwn PARK ST & MONTREAL RD,370481.931,5033437.19,-75.66047,45.43778,2017-12-08,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Vanier North
9220,LAMBETH WALK btwn ELMIRA DR & GATEWAY RD,361642.8771,5024044.722,-75.77452,45.35404,2017-01-21,9:07:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Iris
9221,LAMING ST @ LARKIN DR,361972.0155,5015625.448,-75.77129,45.27826,2017-04-29,11:51:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,Barrhaven West - Old Barrhaven
9222,LAMING ST @ LARKIN DR,361971.3466,5015625.448,-75.7713,45.27826,2017-11-10,9:01:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Barrhaven West - Old Barrhaven
9223,LAMPLIGHTERS DR btwn COBBLE HILL DR & FOSTERBROOK WAY,361503.3534,5014625.895,-75.77738,45.2693,2017-02-20,9:47:00 AM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Munster Hamlet - Richmond
9224,LANCASTER RD @ WALKLEY RD,374909.075,5028601.872,-75.60457,45.39385,2017-07-03,6:15:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
9225,LANCASTER RD @ WALKLEY RD,374909.7438,5028602.541,-75.60457,45.39385,2017-07-07,4:20:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
9226,LANCASTER RD @ WALKLEY RD,374908.1978,5028603.355,-75.60459,45.39386,2017-10-11,6:23:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,03 - Rear end,Industrial Park
9227,LANCASTER RD @ WALKLEY RD,374908.4061,5028602.541,-75.60458,45.39385,2017-11-09,11:05:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
9228,LANCASTER RD @ WALKLEY RD,374907.7938,5028602.778,-75.60459,45.39385,2017-11-09,5:13:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Industrial Park
9229,LANCASTER RD @ WALKLEY RD,374908.4061,5028602.541,-75.60458,45.39385,2017-04-21,6:12:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
9230,LANCASTER RD @ WALKLEY RD,374909.25,5028600.503,-75.60457,45.39383,2017-02-23,2:12:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
9231,LANCASTER RD @ WALKLEY RD,374910.5193,5028604.214,-75.60456,45.39387,2017-12-28,9:24:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
9232,LANCASTER RD btwn BARRYMORE LANE & BARBERRY LANE,374632.8064,5029007.992,-75.60804,45.39753,2017-06-30,11:46:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Sheffield Glen
9233,LANCASTER RD btwn DELRIDGE LANE & BARRYMORE LANE,374383.9061,5029159.969,-75.6112,45.39892,2017-10-16,3:35:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,99 - Other,Sheffield Glen
9234,LANCASTER RD btwn GLADWIN CRES & SHELBOURN LANE,373698.5662,5029506.881,-75.61991,45.40211,2017-02-01,3:54:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
9235,LANCASTER RD btwn SHELBOURN LANE & DELRIDGE LANE,374137.3793,5029385.466,-75.61432,45.40097,2017-08-06,1:01:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Sheffield Glen
9236,LANG'S RD btwn GREENHILL WAY & MONTREAL RD,372353.2652,5034299.242,-75.63643,45.44536,2017-09-07,5:12:00 PM,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,07 - SMV other,Gloucester
9237,LANTHIER DR @ VANTAGE DR,383602.4336,5035847.892,-75.4924,45.45812,2017-10-31,12:05:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Avalon
9238,LANTHIER DR @ VANTAGE DR,383601.0959,5035849.23,-75.49242,45.45813,2017-10-29,10:35:00 AM,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Avalon
9239,LANTHIER DR @ VANTAGE DR,383601.2348,5035848.797,-75.49242,45.45812,2017-11-15,12:56:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Avalon
9240,LAPERRIERE AVE @ LARKIN ST,364233.8627,5026779.974,-75.74112,45.37844,2017-09-29,9:25:00 PM,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Carlington
9241,LAPERRIERE AVE btwn CAVAN ST & KIRKWOOD AVE,364491.112,5026941.06,-75.73782,45.37987,2017-06-14,10:03:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Carlington
9242,LAPORTE ST btwn EAST ACRES RD & BEAVERHILL DR,375883.3151,5034148.548,-75.59133,45.44365,2017-10-22,7:52:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Beacon Hill South - Cardinal Heights
9243,LARCH ST @ PRESTON ST,366437.6921,5029828.92,-75.71261,45.40568,2017-10-06,12:00:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Little Italy
9244,LARGO CRES btwn DALLAS PL & SPRING GARDEN AVE,364803.3552,5022853.146,-75.73433,45.34306,2017-07-25,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Crestview - Meadowlands
9245,LARKIN DR btwn LAMING ST & CARROLL CRT,362084.3077,5015687.563,-75.76985,45.27881,2017-05-14,2:50:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Barrhaven West - Old Barrhaven
9246,LARKIN DR btwn OTTEN DR & RAFTUS SQ,361769.3631,5015828.855,-75.77385,45.28011,2017-12-06,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Barrhaven West - Old Barrhaven
9247,LAROSE AVE @ MERIVALE RD,364846.2252,5026967.307,-75.73328,45.38007,2017-12-18,7:07:00 PM,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,07 - Dark,02 - Non-fatal injury,02 - Angle,Carlington
9248,LAROUCHE ST @ MCARTHUR AVE,370382.1862,5032711.305,-75.66184,45.43126,2017-11-09,8:27:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Vanier South
9249,LATOUR CRES btwn GARDENWAY DR & GARDENWAY DR,383921.5147,5036778.152,-75.48817,45.46645,2017-08-12,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Fallingbrook
9250,LAURA PRIV @ BLAIR RD,375296.4342,5032132.028,-75.59912,45.42557,2017-06-13,5:52:00 PM,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
9251,LAUREL ST @ PRESTON ST,366406.3605,5029902.236,-75.713,45.40635,2017-05-01,4:00:00 PM,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,Little Italy
9252,LAURENTIDE RD btwn ASHFORD DR & ELMSLEY CRES,358171.5195,5019908.61,-75.81927,45.3171,2017-12-24,3:19:00 AM,03 - Snow,04 - Slush,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,99 - Other,Bells Corners East
9253,LAURIE CRT @ SHELDRAKE DR,353220.9531,5016504.443,-75.88274,45.28683,2017-06-14,7:30:00 PM,01 - Clear,01 - Dry,03 - Yield sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Glen Cairn - Kanata South Business Park
9254,LAURIER AVE   E btwn CUMBERLAND ST & COPERNICUS ST,368619.5029,5031962.587,-75.68446,45.42469,2017-05-12,8:59:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Sandy Hill
9255,LAURIER AVE   E btwn KING EDWARD AVE & HENDERSON AVE,368784.2042,5032060.855,-75.68234,45.42556,2017-12-18,6:40:00 PM,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,03 - Rear end,Sandy Hill
9256,LAURIER AVE   E btwn MARLBOROUGH AVE & RANGE RD,369370.9734,5032417.196,-75.6748,45.42871,2017-04-07,11:50:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Sandy Hill
9257,LAURIER AVE   E btwn NICHOLAS ST & WALLER ST,368411.1556,5031826.396,-75.68714,45.42348,2017-04-13,5:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
9258,LAURIER AVE   E btwn RANGE RD & CHARLOTTE ST,369466.996,5032480.168,-75.67356,45.42927,2017-09-18,11:50:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Sandy Hill
9259,LAURIER AVE   E btwn RUSSELL AVE & CHAPEL ST,369101.6523,5032253.214,-75.67826,45.42726,2017-03-16,7:50:00 AM,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Sandy Hill
9260,LAURIER AVE   W btwn BANK ST & O'CONNOR ST,367567.7041,5031316.413,-75.69798,45.41897,2017-12-10,5:16:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9261,LAURIER AVE   W btwn BANK ST & O'CONNOR ST,367614.8266,5031344.78,-75.69738,45.41922,2017-02-22,12:26:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
9262,LAURIER AVE   W btwn BANK ST & O'CONNOR ST,367491.7371,5031271.608,-75.69896,45.41857,2017-04-04,9:30:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9263,LAURIER AVE   W btwn BANK ST & O'CONNOR ST,367511.804,5031282.311,-75.6987,45.41867,2017-03-31,4:47:00 PM,03 - Snow,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
9264,LAURIER AVE   W btwn BAY ST & LYON ST N,367078.5181,5031024.997,-75.70427,45.41639,2017-01-27,12:00:00 AM,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9265,LAURIER AVE   W btwn BAY ST & LYON ST N,367082.2508,5031027.588,-75.70422,45.41641,2017-04-05,4:27:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
9266,LAURIER AVE   W btwn BRONSON AVE & PERCY ST,366863.4219,5030894.701,-75.70703,45.41524,2017-09-08,8:22:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Downtown
9267,LAURIER AVE   W btwn BRONSON AVE & PERCY ST,366889.0385,5030910.574,-75.7067,45.41538,2017-03-04,12:58:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Downtown
9268,LAURIER AVE   W btwn ELGIN ST & QUEEN ELIZABETH DRWY/LAURIER AVE WB ON,367988.8452,5031573.251,-75.69257,45.42124,2017-06-08,5:23:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Golden Triangle
9269,LAURIER AVE   W btwn ELGIN ST & QUEEN ELIZABETH DRWY/LAURIER AVE WB ON,368054.4535,5031612.284,-75.69173,45.42159,2017-06-20,2:19:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Downtown
9270,LAURIER AVE   W btwn ELGIN ST & QUEEN ELIZABETH DRWY/LAURIER AVE WB ON,368053.3922,5031613.79,-75.69174,45.4216,2017-05-31,4:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Golden Triangle
9271,LAURIER AVE   W btwn ELGIN ST & QUEEN ELIZABETH DRWY/LAURIER AVE WB ON,368035.3564,5031603.412,-75.69197,45.42151,2017-08-18,4:21:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,02 - Angle,Golden Triangle
9272,LAURIER AVE   W btwn KENT ST & BANK ST,367458.9612,5031251.541,-75.69938,45.41839,2017-05-21,4:09:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9273,LAURIER AVE   W btwn KENT ST & BANK ST,367439.5632,5031241.508,-75.69963,45.4183,2017-03-03,9:51:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Downtown
9274,LAURIER AVE   W btwn KENT ST & BANK ST,367407.8009,5031220.381,-75.70004,45.41812,2017-12-19,4:06:00 PM,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9275,LAURIER AVE   W btwn LYON ST N & KENT ST,367202.1915,5031097.788,-75.70268,45.41703,2017-03-06,1:51:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
9276,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367878.91,5031505.44,-75.69398,45.42064,2017-08-09,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9277,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367863.2559,5031495.44,-75.69418,45.42055,2017-06-22,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9278,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367864.6032,5031496.503,-75.69417,45.42056,2017-10-07,3:15:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Downtown
9279,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367935.919,5031541.547,-75.69325,45.42096,2017-09-13,5:18:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Downtown
9280,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367843.2208,5031481.056,-75.69444,45.42042,2017-02-20,6:09:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9281,LAURIER AVE   W btwn O'CONNOR ST & METCALFE ST,367743.289,5031421.613,-75.69573,45.4199,2017-06-22,5:49:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,Downtown
9282,LAURIER AVE   W btwn O'CONNOR ST & METCALFE ST,367710.4633,5031402.548,-75.69615,45.41973,2017-02-17,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Downtown
9283,LAURIER AVE   W btwn O'CONNOR ST & METCALFE ST,367731.4677,5031415.07,-75.69588,45.41984,2017-04-19,7:29:00 PM,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Downtown
9284,LAURIER AVE   W btwn PERCY ST & BAY ST,366991.1397,5030971.328,-75.70539,45.41591,2017-05-07,1:46:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
9285,LAURIER AVE   W btwn PERCY ST & BAY ST,366997.5469,5030976.261,-75.70531,45.41596,2017-08-18,4:39:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Downtown
9286,LAURIER AVE   W btwn QUEEN ELIZABETH DRWY/LAURIER AVE EB OFF RAMP & LA,368172.3658,5031677.891,-75.69021,45.42217,2017-12-20,8:00:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Golden Triangle
9287,LAURIER AVE   W btwn QUEEN ELIZABETH DRWY/LAURIER AVE WB ON RAMP & QUE,368116.8684,5031648.024,-75.69092,45.4219,2017-06-13,3:42:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Golden Triangle
9288,LAURIER AVE   W btwn QUEEN ELIZABETH DRWY/LAURIER AVE WB ON RAMP & QUE,368116.9201,5031647.265,-75.69092,45.42189,2017-05-29,2:42:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Golden Triangle
9289,LAURIER AVE  E btwn 73 E OF WALLER ST & CUMBERLAND ST,368590.0118,5031943.233,-75.68484,45.42451,2017-05-17,3:40:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
9290,LAURIER AVE  E btwn 73 E OF WALLER ST & CUMBERLAND ST,368529.0651,5031905.744,-75.68562,45.42418,2017-11-21,12:00:00 AM,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Sandy Hill
9291,LAURIER AVE  E btwn WALLER ST & 73 E OF WALLER ST,368461.0626,5031863.736,-75.6865,45.42381,2017-11-02,4:05:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Sandy Hill
9292,LAURIER AVE @ 89 E OF WALLER ST,368515.6112,5031897.922,-75.6858,45.42411,2017-04-29,5:15:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
9293,LAURIER AVE @ LYON ST,367155.3679,5031069.238,-75.70328,45.41678,2017-06-12,12:00:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Downtown
9294,LAURIER AVE @ LYON ST,367153.4849,5031068.846,-75.70331,45.41678,2017-07-27,6:41:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Downtown
9295,LAURIER AVE @ LYON ST,367153.9531,5031068.478,-75.7033,45.41677,2017-07-15,12:08:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Downtown
9296,LAURIER AVE @ LYON ST,367154.0302,5031067.232,-75.7033,45.41676,2017-03-26,12:02:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
9297,LAURIER AVE @ NELSON ST,368878.196,5032116.864,-75.68113,45.42605,2017-09-25,4:52:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
9298,LAURIER AVE @ NELSON ST,368876.5783,5032118.872,-75.68116,45.42607,2017-12-03,5:20:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Sandy Hill
9299,LAURIER AVE @ NICHOLAS ST,368372.8244,5031800.277,-75.68763,45.42325,2017-05-05,4:20:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
9300,LAURIER AVE @ NICHOLAS ST,368374.6403,5031797.601,-75.68761,45.42322,2017-05-07,4:10:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
9301,LAURIER AVE @ NICHOLAS ST,368373.9715,5031797.601,-75.68762,45.42322,2017-05-03,3:26:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
9302,LAURIER AVE @ NICHOLAS ST,368372.9711,5031797.16,-75.68763,45.42322,2017-08-31,2:58:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
9303,LAURIER AVE @ NICHOLAS ST,368373.1901,5031798.046,-75.68763,45.42323,2017-08-29,9:21:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
9304,LAURIER AVE @ NICHOLAS ST,368373.637,5031797.629,-75.68762,45.42322,2017-08-17,12:38:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
9305,LAURIER AVE @ NICHOLAS ST,368373.0355,5031799.774,-75.68763,45.42324,2017-07-21,3:15:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
9306,LAURIER AVE @ NICHOLAS ST,368373.637,5031798.002,-75.68762,45.42323,2017-07-25,7:48:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
